company_name;founded;industry;location;about;stage;amount;Table
WayCool;2015;Agritech startup;Chennai;WayCool is a social enterprise positively impacting the lives of India's farmers;Series C;4705800;2020
Waycool;2015;Agritech;Chennai;Food development and distribution services;Series C;5115000;2020
Waycool;2015;Agritech;Chennai;Food development and distribution services;Series C;29760000;2020
CoreStack;2016;Technology;Chennai;Enterprise cloud governance technology startup;Series A;7905000;2020
Vivriti Capital;2017;Fintech;Chennai;Digital lending startup;Series B;46500000;2020
Fashor;2017;Fashion;Chennai;Women’s fashion and apparel;Pre Series A;930000;2020
Pando;2017;Logitech;Chennai;Networked logistics management software;Series A;8370000;2020
Big Bang Boom Solutions;2018;Deep Tech;Chennai;It aims to co-create intellectual property that can reside within the borders of the country.;Series A;976500;2020
Big Bang Boom Solutions;2018;Defense tech;Chennai;It developed integrated intellectual properties for defense;Series A;930000;2020
Clientjoy;2013;SaaS startup;Gujarat;Client Management Software For Modern Agencies.;Pre-series A;744000;2020
NewsReach;2018;Digital Media;Gujarat;NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.;Seed;1395000;2020
CHARGE+ZONE;2018;EV startup;Gujarat;Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.;Pre-series A;2790000;2020
CashKaro;2012;E-commerce;Gurgaon;Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.;Series B;9300000;2020
Slurrp Farm;2016;Food & Bevarages;Gurgaon;Slurrp Farm is a children health food brand.;Series A;1860000;2020
Moms Co;2016;HealthCare;Gurgaon;The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free;Series B;7440000;2020
Zimyo;2018;HR Tech startup;Gurgaon;Employee experience platform that empowers organizations to manage and retain great talent!;Seed;1395000;2020
PumPumPum;2018;Automotive Startup;Gurgaon;Pumpumpum is a car rental company;Debt;334800;2020
Virohan;2018;Healthcare/Edtech;Gurgaon;Healthcare training company;Seed Round & Series A;2604000;2020
BiteSpeed;2019;E-commerce;Gurgaon;Chat-based commerce for E-commerce brands;Seed;255750;2020
Country Delight;2015;Dairy startup;Haryana;Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.;Series C;23250000;2020
CARS24;2015;Retail;Haryana;CARS24 is an India-based platform for selling used cars.;Series E;186000000;2020
Country Delight;2015;Food and Beverages;Haryana;Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.;Series C;23250000;2020
Spinny;2015;E-tail;Haryana;Used car retailing platform;Series B;40641000;2020
Josh Talks;2015;Media;Haryana;Community of young individuals providing a platform to showcase their stories;Pre series A;1395000;2020
Wow! Momo;2008;Food Industry;Kolkata;Wow! Momo is a chain of fast-food restaurants that specializes in momos.;Debt;4650000;2020
iMerit;2012;IT;Kolkata;Turns information into data that is usable for machine learning processes;Series B;18600000;2020
Rare Planet;2015;Retail startup;Kolkata;Rare Planet sells handicrafts made by local artisans.;Pre-series A;372000;2020
Legal Salah;2015;LegalTech;Kolkata;Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.;Seed;930000;2020
Mihup;2016;Conversational AI platform;Kolkata;Intelligence-based personal mobile assistant app;Series A;1395000;2020
EzeRx;2018;Medtech;Kolkata;Developer and manufacturer of medical devices;Seed;186000;2020
Stones2milestones;2008;EdTech;Gurugram;Stones2milestones is India (Delhi) Based EdTech Company;Bridge;1860000;2020
Cashify;2009;E-commerce;Gurugram;Cashify.in is an e-commerce platform for reselling used electronic gadgets.;Debt;9300000;2020
Origo;2010;AgriTech;Gurugram;Provider of marketing and warehousing services for agricultural commodities.;Debt;3720000;2020
SirionLabs;2012;SaaS;Gurugram;Provides procurement, outsourcing services & contract management software;Series C;40920000;2020
Sunstone Eduversity;2014;EdTech;Gurugram;India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.;Series A;2790000;2020
FabHotels;2014;Hospitality;Gurugram;FabHotels is a network of 3 star budget hotels in India;Series B;957900;2020
True Balance;2014;Finance;Gurugram;Earn money by meeting financial needs of your friends and neighbors.;Series C;11107455;2020
TrulyMadly Matchmakers;2014;Dating app;Gurugram;One of the best dating Apps in India connecting singles across the country.;Pre-series A;102300;2020
StyleDotMe;2014;Fashion Tech;Gurugram;mirrAR, helps jewellers sell jewellery with no physical inventory;Pre series A;434310;2020
Aye Finance;2014;Fintech;Gurugram;A finance lender to SMEs;Series E;15580290;2020
Aye Finance;2014;Fintech;Gurugram;A finance lender to SMEs;Series E;25761000;2020
Rivigo;2014;Logistics;Gurugram;It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies;Series F;3162000;2020
Shipsy;2015;AI Company;Gurugram;Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry;Series A;5580000;2020
OckyPocky;2015;EdTech;Gurugram;Ockypocky helps kids in learning spoken english;Seed;372000;2020
Gamezop;2015;Gaming;Gurugram;A multi-game platform;Series A;3999000;2020
Kisan Network;2015;Agritech;Gurugram;Integrated supply chain for farmers to sell their produce directly to buyers;Seed Round;2790000;2020
NirogStreet;2016;Ayurveda tech;Gurugram;NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.;Pre-series A;1860000;2020
Intello Labs;2016;Supply chain, Agritech;Gurugram;Standardisation and Quality control of fruits & vegetables;Series A;5487000;2020
ZunRoof;2016;Cleantech;Gurugram;It specialises in solar rooftop design, installation, and management using technology;Series A;2790000;2020
Fleetx;2017;Tech Startup;Gurugram;Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.;Pre-series B;2790000;2020
Chqbook;2017;Fintech;Gurugram;Marketplace for small business owners, offering them products around lending, credit cards etc;Series A;4650000;2020
Doubtnut;2017;Edtech;Gurugram;Multi-lingual digital solutions platform for students;Series A;13950000;2020
Credgenics;2018;FinTech;Gurugram;Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction;Pre-series A;2790000;2020
Credgenics;2018;FinTech;Gurugram;Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction;Seed;3069000;2020
Blue Sky Analytics;2018;Data Intelligence;Gurugram;It is building AI-powered infrastructure to analyse air quality, pollution etc;Seed Round;1116000;2020
GetWork;2019;HR Tech;Gurugram;GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.;Pre-seed;37200;2020
Ensuredit;2019;FinTech;Gurugram;ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.;Pre-series A;279000;2020
MoooFarm;2019;AgriTech;Gurugram;MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.;Pre-seed;465000;2020
BluSmart;2019;Electricity;Gurugram;BluSmart, an all-electric ride-hailing platform;Pre-series A;6510000;2020
YoloBus;2019;Mobility/Transport;Gurugram;Intercity bus service startup;Series A;3069000;2020
Yolo;2019;Transport;Gurugram;Intercity transportation;Seed funding;558000;2020
Yolo;2019;Transport;Gurugram;Intercity transportation startup;Seed Round;558000;2020
Yellow Classes;2020;EdTech;Gurugram;New-age fun-learning platform for kids.;Pre-series A;1209000;2020
BASIC Home Loan;2020;FinTech;Gurugram;A platform for automating home loans for middle and low-income households in India,;Seed;4650000;2020
Nepra;2006;CleanTech;Ahmedabad;NEPRA Resource Management provides waste management solutions in India.;Series C;16740000;2020
LendingKart;2014;Fintech;Ahmedabad;Provides working capital loans and business loans to MSMEs;Series D;14950680;2020
LendingKart;2014;Fintech;Ahmedabad;Provides working capital loans and business loans to MSMEs;Series D;10567590;2020
BigSpoon Foods;2019;Foodtech;Ahmedabad;Cloud kitchen startup;Pre series A;1860000;2020
Aavenir;2019;SaaS;Ahmedabad;Source-to-Pay Software;Seed Round;1860000;2020
GPS Renewables;2010;Cleantech;Bangalore;To solve the urban waste problem by utilising local technologies and business models.;Series A;2790000;2020
Unacademy;2010;Edtech;Bangalore;Platform that offers online education in India;Series E;102300000;2020
CueMath;2011;EdTech;Bangalore;Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.;Series C;37200000;2020
MechMocha;2011;Entertainment;Bangalore;India's first vernacular social gaming platform;Series A;271560;2020
Vedantu;2011;Edtech;Bangalore;Onine learning platform;Series D;93000000;2020
Furlenco;2011;Ecommerce;Bangalore;Furniture rental startup;Series C;2046000;2020
AppsFlyer;2011;SaaS;Bangalore;Mobile marketing analytics and attribution platform;Series D;195300000;2020
InnAccel;2012;Medtech;Bangalore;A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.;Pre-series A;1395000;2020
Uolo;2013;EdTech;Bangalore;Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.;Seed;1860000;2020
Ather Energy;2013;Automobiles;Bangalore;Ather Energy is a manufacturer of electric scooters.;Series D;32550000;2020
Tracxn;2013;Investment;Bangalore;Tracxn is the research partner for Venture Capitalist;Series B;824910;2020
Ather Energy;2013;Automobile;Bangalore;Electric scooter manufacturer;Series C;10454130;2020
Cuemath;2013;Edtech;Bangalore;It helps students to learn math online;Series B;2685840;2020
Capital Float;2013;Fintech;Bangalore;Online platform that provides working capital finance to SMEs;Series F;4464000;2020
MedGenome;2013;Healthtech;Bangalore;Genetic diagnostic testing company;Series D;51150000;2020
Zoomcar;2013;Transport & Rentals;Bangalore;A car rental service platform;Series D;27900000;2020
BHIVE Investech;2014;Co-working Startup;Bangalore;BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.;Seed;930000;2020
5C Network;2014;HealthTech;Bangalore;5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate;Pre-series A;1116000;2020
Quintype;2014;Content management;Bangalore;A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement;Series A;3255000;2020
Ultraviolette Automotive;2014;Automobiles;Bangalore;Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.;Series B;3720000;2020
Avataa Me;2014;AR platform;Bangalore;AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.;Series A;6510000;2020
Razorpay;2014;FinTech;Bangalore;Razorpay is a platform that enables businesses to accept, process, and disburse payments.;Series D;93000000;2020
LIVSPACE;2014;Interior Design;Bangalore;Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.;Debt;3720000;2020
Quintype Technologies;2014;Tech;Bangalore;Building a suite of digital publishing solutions to simplify content creation, distribution;Series A;302250;2020
Dunzo;2014;Tech;Bangalore;Order online and get free delivery from your nearby restaurants;Series E;26040000;2020
Livspace;2014;Home Design;Bangalore;Interior design marketplace that connects interior designers;Series D;8370000;2020
Aibono;2014;AgriTech;Bangalore;A next dimension food & farming platform that unites two ends of the food chain from growing to consuming;Pre-series A;1860000;2020
Homelane;2014;Home interior services;Bangalore;Explore 1000's of fully customizable home interior designs.;Bridge;7440000;2020
SmarterBiz;2014;Tech;Bangalore;An end-to-end CX platform enabled with the gig workforce;Pre Series A;990450;2020
Pratilipi;2014;Media;Bangalore;A digital platform that connects readers and writers in various languages;Series C;8742000;2020
Swiggy;2014;Foodtech;Bangalore;Platform to order food online from restaurants and getting it delievered;Series A;39990000;2020
Swiggy;2014;Foodtech;Bangalore;Platform to order food online from restaurants and getting it delievered;Series A;105090000;2020
Livspace;2014;Interior Design;Bangalore;It offers end-to-end home design experience for homeowners and home designers;Series D;55800000;2020
Bounce;2014;Automotive and Rentals;Bangalore;Offers a variety of bikes and scooters that can be rented on a subscription basis;Series D;97650000;2020
Bounce;2014;Automotive and Rentals;Bangalore;Offers a variety of bikes and scooters that can be rented on a subscription basis;Series D;90675000;2020
Rupeek;2015;FinTech;Bangalore;Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.;Series C;41850000;2020
Cashfree;2015;FinTech;Bangalore;Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.;Series B;32550000;2020
FreshtoHome;2015;E-commerce;Bangalore;Freshtohome is an e-commerce platform for fresh and chemical-free seafood.;Series C;112530000;2020
Jumbotail;2015;E-commerce;Bangalore;Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.;Series B2;10230000;2020
Jumbotail;2015;Retail;Bangalore;Jumbotail is solving an important problem of organising food and grocery ecosystem in India;Series B2;10230000;2020
Betterplace;2015;Tech platform;Bangalore;Developer of a digital verification platform designed to manage the semi-formal workforce.;Series B;9300000;2020
Infilect;2015;SaaS startup;Bangalore;Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos;Pre-series A;1395000;2020
Smallcase;2015;FinTech;Bangalore;Smallcases are portfolios of stocks or ETFs created by India's top financial experts.;Series B;12462000;2020
ShareChat;2015;Social media;Bangalore;ShareChat is a social networking and regional content platform.;Pre-series C;37200000;2020
Melorra;2015;Jewellery;Bangalore;Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace;Debt;7523700;2020
Ultraviolette Automotive;2015;Automation;Bangalore;Industries Automotive Electric Vehicle Energy Energy Storage;Series B;381300;2020
Spoonshot;2015;FMCG;Bangalore;A food science company using AI to predict consumer taste and food trends;Seed A;930000;2020
BigHaat;2015;Agritech;Bangalore;Agri-inputs ecommerce player;Pre Series A;1860000;2020
HungerBox;2015;Foodtech;Bangalore;Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias;Series C;6231000;2020
Zolostays;2015;Co-living;Bangalore;It offers affordable housing apartments to young professionals and students;Series C;52080000;2020
Bira91;2015;Beverage;Bangalore;Craft beer maker;Series C;18600000;2020
Tricog;2015;Healthtech;Bangalore;Provides virtual cardiology services through its AI-powered healthcare platforms;Series B;9765000;2020
Zinier;2015;Automation;Bangalore;Provides intelligent field service automation;Series C;83700000;2020
Ninjacart;2015;B2B Agritech;Bangalore;Online grocery delivery platform;Series C;9300000;2020
WakeFit;2016;Retail;Bangalore;Wakefitkart is a mattress manufacturing company;Series B;18600000;2020
HappyLocate;2016;SaaS startup;Bangalore;HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed;Pre-series A;465000;2020
Slice;2016;FinTech;Bangalore;Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians;Debt;4650000;2020
Arzooo;2016;Retail Tech;Bangalore;Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales;Series A;6975000;2020
TeaMonk;2016;Food & Bevarages;Bangalore;India's Finest Specialty Tea company.;Pre-series A;837000;2020
Entropik;2016;AI Platform;Bangalore;Gain insights into human emotions with AI-powered platform affect lab.;Series A;7440000;2020
SenseHawk;2016;Solar SaaS;Bangalore;SenseHawk is a SaaS platform that helps improve processes and saves cost in the development;Series A;4650000;2020
Groww;2016;FinTech;Bangalore;Leading Investment and Trading Platform;Series C;27900000;2020
Trell;2016;Social e-commerce;Bangalore;Allows users to share their travel experiences;Series A;10230000;2020
Slice;2016;Fintech;Bangalore;A financial platform for youngsters;Pre series B;5656260;2020
HealthPlix;2016;Healthtech;Bangalore;It provides clinical software for doctors;Series B;5580000;2020
Vernacular ai;2016;AI;Bangalore;It offers Multiligual AI platform;Series A;4743000;2020
CureFit;2016;Health and Fitness;Bangalore;Integrated platform for food, fitness and meditation.;Series D;106950000;2020
Trell;2016;Social e-commerce;Bangalore;Allows users to share their travel experiences;Pre series A;3720000;2020
Vogo;2016;Automotive;Bangalore;A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points;Series C;18600000;2020
Vogo;2016;Automotive;Bangalore;A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points;Series C;32550000;2020
Samosa Singh;2016;Food;Bangalore;Offers hygienic Indian Snacks;Series A;2511000;2020
Bombay Play;2017;Gaming startup;Bangalore;Bombay Play is a Card and Toy Company Making games for India.;Seed;930000;2020
Rapawalk;2017;E-commerce;Bangalore;Rapawalk is an online brand that offers a personalized service of creating your own shoes.;Seed;279000;2020
Acculi Labs;2017;Healthcare;Bangalore;Acculi Labs is a clinical grade smartphone based diagnostic tool;Seed;558000;2020
Avail Finance;2017;Fintech;Bangalore;Instant online loan app;Series B;10820550;2020
Hevo;2017;Tech;Bangalore;Data pipeline startup;Series A;7440000;2020
Pocket52;2017;Gaming;Bangalore;An online poker playing platform;Series A;1627500;2020
LoadShare;2017;Logistics;Bangalore;Provides technology based solutions to SMEs in logistics;Series B;1863720;2020
Recko;2017;SaaS;Bangalore;The platform enables AI-powered reconciliation of digital transactions;Series A;5580000;2020
Goodmylk;2017;Dairy;Bangalore;Provides Vegan dairy products;Seed Round;372000;2020
Countingwell;2018;EdTech;Bangalore;An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.;Pre-series A;930000;2020
CRED;2018;Finance company;Bangalore;CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.;Series C;74400000;2020
Mobile Premier League (MPL);2018;Gaming;Bangalore;Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.;Series B;465000;2020
GeoIQ;2018;AI startup;Bangalore;Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.;Seed;279000;2020
Instoried;2018;AI startup;Bangalore;Instoried is an augmented writing platform which improves customer interest and engagement.;Pre-series A;930000;2020
Pocket FM;2018;FM;Bangalore;Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.;Series A;4650000;2020
Satyukt;2018;Agri tech;Bangalore;An agritech company that provides business to business (B2B) agricultural data;Seed;465000;2020
MPL;2018;Entertainment;Bangalore;Mobile Premier League is the mobile e-Sports platform based in India.;Series C;83700000;2020
Rephrase.ai;2018;AI;Bangalore;Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.;Seed;1395000;2020
MPL;2018;Entertainment;Bangalore;Mobile Premier League (also known as MPL) is the mobile e-Sports platform;Series B;46500000;2020
Brick&Bolt;2018;Construction;Bangalore;A construction company doing house construction, building construction, commercial construction;Series A;2046000;2020
Chingari;2018;Media;Bangalore;Short video platform;Seed round;1209000;2020
Zetwerk;2018;Marketplace;Bangalore;B2B marketplace that connects manufacturing companies for industrial equipements;Series C;19530000;2020
WizKlub;2018;Edtech;Bangalore;Helps students solve problems at complex level;Seed Funding;913752;2020
Krayonnz;2019;EdTech;Bangalore;An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.;Pre-seed;93000;2020
qZense;2019;AgriTech;Bangalore;qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.;Seed;558000;2020
PagarBook;2019;Software company;Bangalore;Staff's Salary, Work & Attendance Management Application;Series A;13950000;2020
Gully Network;2019;E-commerce;Bangalore;Gully Network is a tech-enabled network of mid-sized grocery stores.;Pre-series A;1116000;2020
Anveshan;2019;FoodTech;Bangalore;Provide quality and healthy food products;Pre-seed;93000;2020
Newton School;2019;EdTech Startup;Bangalore;Newton School is a platform to learn and develop skills;Seed;604500;2020
Airmeet;2019;Tech Startup;Bangalore;Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge;Series A;11160000;2020
Apna.co;2019;Job portal;Bangalore;Can find all types of jobs from entry level to experienced people in over 60+ categories.;Series A;7440000;2020
Captain Fresh;2019;Food & Logistics;Bangalore;Sea food Supply chain;Pre Series A;2139000;2020
Pixxel;2019;SpaceTech;Bangalore;Indian Earth observation startup;Seed round;4650000;2020
Masai School;2019;EdTech;Bangalore;It trains tech aspirants in full stack wed and android development;Series A;2325000;2020
Pickright Technologies;2019;Fintech;Bangalore;Marketplace for stock market investors and advisors;Seed Round;162750;2020
Plum;2019;Healthtech;Bangalore;Provides health benefits to corporates;Seed Round;862110;2020
IVF Access;2019;Healthtech;Bangalore;It provdes IVF treatments;Series A;4650000;2020
Refrens;2019;SaaS;Bangalore;Offers a free invoicing, payments and expense management system;Seed Round;930000;2020
Imstrong;2019;Fitness;Bangalore;It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.;Seed Round;372000;2020
Strata;2019;Proptech;Bangalore;Real estate investment platform;Seed Round;1395000;2020
Codingal;2020;EdTech;Bangalore;Coding education platform for K-12 students;Seed;520800;2020
BitClass;2020;PaaS startup;Bangalore;BitClass is a PaaS solution which helps teachers set up their independent live classes;Seed;1860000;2020
Teachmint;2020;Edtech;Bangalore;Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms;Seed;3255000;2020
Janani;2020;Fertility tech;Bangalore;Janani aims to make the process of infertility treatment and assisted fertilisation easier;Pre-seed;186000;2020
GoodGamer;2020;Gaming;Bangalore;GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.;Seed;2325000;2020
TREAD;2020;Fitness startup;Bangalore;A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.;Pre-seed;1023000;2020
StayQrious;2020;EdTech;Bangalore;Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.;Seed;1860000;2020
Eloelo;2020;Social commerce;Bangalore;Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.;Seed;418500;2020
Vegrow;2020;Agritech;Bangalore;It is building an asset-light farm by partnering with small farms on a profit-sharing model;Seed Round;2325000;2020
Decentro;2020;Fintech;Bangalore;Automated API-based platform that enables financial integrations.;Series A;14415000;2020
MyClassboard;2008;EdTech;Hyderabad;MyClassboard is a full-fledged School / College Management Software.;Pre-series A;558000;2020
IncNut Digital;2011;Ecommerce;Hyderabad;Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com;Series A;3720000;2020
ChitMonks;2016;Fintech;Hyderabad;Offers enterprise private platform for chit fund firms;Pre series A;604500;2020
Stanplus;2016;Healthtech;Hyderabad;Ambulance service;Pre series A;1395000;2020
HighRadius;2016;SaaS;Hyderabad;An AI-based platform, to automate accounts receivables and treasury processes.;Series B;116250000;2020
Krishitantra;2017;Soil-Tech;Hyderabad;Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.;Seed;930000;2020
Etrio;2017;EV startup;Hyderabad;Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT;Series A;2790000;2020
SignalX;2018;AI startup;Hyderabad;SignalX offers an artificial intelligence-powered SaaS platform;Seed;744000;2020
TurboHire;2018;Recruitment startup;Hyderabad;Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI;Seed;930000;2020
Bikayi;2019;E-commerce;Hyderabad;Provides free whatsapp integrated E-Commerce Store;Seed round;1860000;2020
Convosight;2019;Data Analytics;Hyderabad;It helps business gain insights from its community on Facebook groups;Pre series A;3720000;2020
Wysh;2019;E-connect;Hyderabad;Celebrity engagement and wishing platform;Series A;1860000;2020
High Street Essentials;2012;Ecommerce;New Delhi;The parent company of women's fashion brands FabAlley and Indya;Pre series C;2550990;2020
WinZO;2016;Gaming;New Delhi;WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.;Series B;16740000;2020
Aviom;2016;Finance;New Delhi;A social impact focused housing finance company catering to housing needs of customers in semi urban areas;Debt;634260;2020
Shiprocket;2017;E-commerce;New Delhi;Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.;Series C;6975000;2020
Arata;2017;E-commerce;New Delhi;Arata is an e-commerce site for beauty products and cosmetics.;Pre-series A;930000;2020
Eupheus Learning;2017;Edtech;New Delhi;Provides technology-led, subscription-based learning solutions to schools;Series A;3999000;2020
Credgenics;2018;FinTech;New Delhi;Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction;Pre-series A;2790000;2020
ShipsKart;2018;E-commerce;New Delhi;ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.;Pre-series A;186000;2020
EkAnek;2018;Tech Startup;New Delhi;EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories;Edge;4687200;2020
The New Shop;2019;Retail startup;New Delhi;The New Shop is a chain of high speed retail stores;Seed;465000;2020
Clairvolex;2006;Tech Startup;California;Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.;Debt;1860000;2020
Udacity;2011;EdTech;California;Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.;Debt;69750000;2020
Brinton;2014;HealthTech;California;Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.;Debt;1209000;2020
Lendingkart;1999;FinTech;Gujarat;Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.;Debt;13950000;2021
Blive;2004;Tourism;Panaji;B: Live is an electric vehicle tourism startup.;Pre-series A;930000;2021
Wow! Momo;2008;Food & Beverages;Kolkata;WOW! Momo is one of the fastest-growing food brands in India.;Series C;13950000;2021
DeHaat;2012;AgriTech;Patna;DeHaat connects farmers to suppliers and buyers on a single platform.;Series C;27900000;2021
Ergos;2012;AgriTech;Samsitpur;Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.;Series A;2790000;2021
Cancer Clinics;2014;HealthCare;Telugana;Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.;Pre-series A;1395000;2021
Juicy Chemistry;2014;HealthCare;Coimbatore;Juicy Chemistry operates as an eponymous consumer brand.;Series A;5859000;2021
Peak;2014;Manchester, Greater Manchester;Information Technology & Services;Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence;Series C;69750000;2021
IsGoingOnline;2015;Retail;Cochin;Kochi-based digital catalogue and marketplace IsGoingOnline;Pre-series A;186000;2021
Farmers Fresh Zone;2015;AgriTech;Kochi;D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain;Pre-series A;744000;2021
AgNext;2016;AgriTech;Chandigarh;AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.;Series A;19530000;2021
Hyreo;2016;Human Resources;Thiruvananthapuram;Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.;Pre-series A;0;2021
Prescinto;2016;Solar;Gujarat;Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.;Seed;3255000;2021
Aviom India;2016;Financial Services;Bhilwara;AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas;Series C;7440000;2021
ClearDekho;2016;Retail;Ghaziabad;ClearDekho is India’s Leading Affordable Eyewear Brand.;Pre-series A;3720000;2021
My3DSelfie;2016;Arts & Crafts;Guwahati;World's first to create 3d figurine from photos;Pre-series A;0;2021
Prolgae;2016;Biotechnology;The Nilgiris;Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.;Seed;186000;2021
AutomataPi;2017;Automation;Powai;AutomataPi is a next generation cognitive business process automation engine.;Seed;372000;2021
Keeros;2017;Food & Beverages;Lucknow;Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.;Pre-series A;0;2021
XYXX Apparels;2017;Fashion;Surat;XYXX Apparels,which runs an eponymous innerwear brand;Series A;3720000;2021
MedTel Healthcare;2017;HealthCare;Orissia;An aggregator for Digital Health Clinics in low resource settings.;Pre-series A;4650000;2021
Nestasia;2018;Retail;Kolkata;Artisanal, Handmade, bio conscious crafts from South East Asia.;Series A;3720000;2021
Practically;2018;EdTech;Telangana;Making Learning personal, immersive and experiental;Pre-series B;3720000;2021
Vanity Wagon;2018;Cosmetics;Haryana;Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.;Seed;186000;2021
TABLT;2018;HealthCare;Kolkata;TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.;Seies A;2790000;2021
moneyHOP;2018;Financial Services;London;moneyHOP is India’s first cross-border neo bank.;Seed;1116000;2021
